Title,ESG_Company_Related,Sentiment,label
Zeolites’ Isotopes Defy Nature – New Potential for Carbon Capture and Storage,no,not_esg,0
TransAlta: and TransAlta Renewables Third Quarter 2020 Results and Conference Call,yes,neutral,2
What countries will fight over when green energy dominates,no,not_esg,0
Urging clean energy and justice for tribal nations,no,not_esg,0
Meituan: China probes takeout firm Meituan over antitrust concerns,yes,negative,1
Women in Scottish Aquaculture launches digital hub to promote diversity,no,not_esg,0
One Oil Company's Rocky Path to Renewable Energy -2-,yes,neutral,2
Fibra UNO: Funo® reports no damages on its properties located in areas affected by the earthquake,yes,neutral,2
RRC INVESTOR FILING DEADLINE: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion In a Securities Class Action Lawsuit Against Range Resources Corporation,yes,negative,1
"Glancy Prongay & Murray LLP: a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Amdocs Limited ( DOX) Investors",yes,negative,1
"Investigation Alert: Kessler Topaz Meltzer & Check, LLP is Investigating Securities Fraud Claims on Behalf of Lightning eMotors, Inc. ( NYSE: ZEV) f/k/a GigCapital3, Inc. ( NYSE: GIK) Investors",yes,negative,1
Mitsui: Japan's Mitsui to invest in UK carbon capture project,yes,positive,3
"EBON FINAL DEADLINE: ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Ebang International Holdings Inc. Investors to Secure Counsel Before Important Monday Deadline in Securities Class Action – EBON",yes,negative,1
"Liberty Global: Virgin Media Ireland signs Business in the Community Ireland's new Low Carbon PledgeIreland's leading broadband, cable and television group Virgin Media has made a further major commitment to climate action by...",yes,positive,3
"Each hour of wildfire smoke is equivalent to continually smoking for that time, says lung doctor",no,not_esg,0
Nortek technology used by CCAMLR to estimate krill biomass in Antarctic waters,yes,neutral,2
Hudson Pacific Properties: Achieves 100% Carbon Neutrality Across All Operations,yes,positive,3
Ohio House speaker targeted in $ 60 million public corruption case,no,neutral,2
"Frito-Lay: ® Launches Industrially Compostable Bags with Off The Eaten Path® Brand; Advances in Goal to Design 100% of Packaging to be Recyclable, Compostable, Biodegradable or Reusable across Portfolio by 2025",yes,positive,3
"BlackRock to ratchet up climate, diversity pressure on companies in 2021",yes,positive,3
"As cash flees Macau junkets, gambling hub faces long odds of quick recovery",no,not_esg,0
SeaBird Exploration: Green Energy Group ( SeaBird Exploration Plc) – Update on potential subsequent offering,yes,neutral,2
Diageo: ranked number six in Equileap's 2021 Gender Equality Global Report and Ranking,yes,positive,3
"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Spectrum Pharmaceuticals, Inc. ( SPPI) Investors",yes,negative,1
"Whether the FDA approves a COVID-19 booster shot or not, Pfizer and Moderna have already made their money",yes,neutral,2
FDA approval of AquaBounty GM salmon heads to appeals court,yes,neutral,2
Investor Alert: Kaplan Fox Investigates Peabody Energy Corporation For Potential Securities Fraud,yes,negative,1
Exclusive: U.S. oil industry seeks unusual alliance with Farm Belt to fight Biden electric vehicle agenda,no,not_esg,0
Nortek technology used by CCAMLR to estimate krill biomass in Antarctic waters,yes,neutral,2
Portland General Electric: Service restoration underway for PGE customers impacted by historic windstorm,yes,neutral,2
Questions To Ask If Doing Business In A Corruption Hot Spot,no,negative,1
ReneSola: Power to Present at Credit Suisse Renewables and Utilities Virtual Conference,yes,neutral,2
Ohio House speaker targeted in $ 60 million public corruption case,no,neutral,2
Nikola shares crash as founder steps down following fraud allegations,yes,negative,1
Portland General Electric: Service restoration underway for PGE customers impacted by historic windstorm,yes,neutral,2
COVID-19 shutdowns reveal racial disparities in exposure to air pollution,no,not_esg,0
How Tuna Antitrust Ruling Affects Job Bias Class Actions,yes,negative,1
"Canadian Consumer Perspectives on Plant-based Meat 2021: Cost, Animal Welfare and Health Concerns are Prominent Market Drivers - ResearchAndMarkets.com",no,not_esg,0
"Energy treaty reform could see investors in fossil fuels, renewables lose cover",no,negative,1
TransAlta: and TransAlta Renewables Third Quarter 2020 Results and Conference Call,yes,neutral,2
Portland General Electric: Service restoration underway for PGE customers impacted by historic windstorm,yes,neutral,2
"Fragmented forests: Tree cover, urban sprawl both increased in Southeast Michigan over the past 30 years",no,not_esg,0
Cowboy e-bikes now navigate you around air pollution,yes,positive,3
"Brazil, Bribes, And Banks: Brazilian Investment Company Pays $ 265M Fine In FCPA SEC And DOJ Enforcement Action Evidencing Ongoing Corruption Risks In Equity Financing In Brazil",yes,negative,1
Plant-based and recyclable plastic bottles using citrus peel as raw material,no,not_esg,0
Major Banks Launch Finance Sector Initiative to Decarbonize Steel,yes,positive,3
Amazon Takes the Title of Largest Corporate Renewable Energy Buyer in U.S.,yes,positive,3
"Investor Alert: Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Bit Digital, Inc. – BTBT",yes,negative,1
"CEO-to-worker pay gap to surge with coronavirus, AFL-CIO says",no,not_esg,0
$ 10 million added to seafood cleantech fund,no,not_esg,0
The hard consequences of social media's vaccine misinformation,no,not_esg,0
Toyota's electric car vehicle plans in detail,yes,positive,3
ReneSola: Power to Present at Credit Suisse Renewables and Utilities Virtual Conference,yes,neutral,2
RIKR is a recycled plastic backpack that can withstand Arctic conditions,no,not_esg,0
AIR Worldwide Releases Updated Tropical Cyclone and Earthquake Models for the Caribbean,yes,neutral,2
Arco Receives Antitrust Approval and Completes the Acquisition of COC and Dom Bosco Learning Systems,yes,neutral,2
Muslim women are using Sharia to push for gender equality,no,not_esg,0
FDA approval of AquaBounty GM salmon heads to appeals court,yes,neutral,2
"Seeking inclusive strategies to help coastal communities adjust, plan for sea-level rise",no,not_esg,0
"Workhorse Group Inc. Reminder: Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Workhorse Group Inc.",yes,negative,1
Falck Renewables S p A: won 40 MW in the Spanish tender,yes,positive,3
Cummins: Launches National Initiative to Improve Racial Equity,yes,positive,3
"KNDI INVESTOR DEADLINE: Hagens Berman Alerts Kandi Technologies Group ( KNDI) Investors to Upcoming Application Deadline in Securities Fraud Lawsuit, Encourages Investors with Losses to Contact the Firm",yes,negative,1
"PARSELY ENERGY INVESTOR ALERT by the Former Attorney General of Louisiana: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Parsley Energy, Inc. - PE",yes,negative,1
"Nano X Imaging: ROSEN, A GLOBALLY RECOGNIZED FIRM, First Files Securities Class Action Lawsuit Against Nano-X Imaging Ltd. - NNOX",yes,negative,1
Beauty store Clicks raided by protesters over ‘ racist’ hair advert,yes,negative,1
Eramet: All Eramet mines are now ISO 14001 certified,yes,positive,3
Multiple Product Liability Burn Injury Lawsuits Filed Against Sunbeam Products By Pressure Cooker Lawyer Jason Turchin For Exploding Crock-Pot Multi-Cookers,yes,negative,1
Fortum Oyj: expands its EV battery recycling operations with a new mechanical processing plant in Finland,yes,positive,3
"PolyQuest Invests In PET Recycling Operation - Nonwovens Industry Magazine - News, Markets & Analysis for the Nonwovens Industry",yes,positive,3
Tucker Carlson Sees ‘ Never-Ending Assault’ on His Fox News Show. Critics See Racism,no,not_esg,0
Aker: Carbon Capture AS and Aker Offshore Wind Holding AS – Contemplated Private Placement and Listing on Merkur Market,yes,neutral,2
Doral Renewables LLC ( formerly named Global Energy Generation LLC) Appoints Evan Speece as Chief Financial Officer,yes,neutral,2
"Facebook's 'monopoly power ' hurts user privacy, finds Congress",yes,negative,1
INTC INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Intel Corporation,yes,negative,1
Emissions could add 15 inches to 2100 sea level rise -- ScienceDaily,no,not_esg,0
"FIA chief Todt hails Hamilton, stresses need for 'freedom ' in anti-racism fight",no,not_esg,0
INTC INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Intel Corporation,yes,negative,1
One Oil Company's Rocky Path to Renewable Energy,yes,neutral,2
"Kessler Topaz Meltzer & Check, LLP: Reminds Investors of Deadline for Securities Fraud Class Action Lawsuit Filed Against Coinbase Global Inc.",yes,negative,1
Raise Marketplace Launches Fraud Prevention Solution rZero to Help Corporations Fight Digital Fraud,yes,positive,3
BofA Wants Revived PPP Discrimination Suit Tossed Again,yes,negative,1
Ford to convert British factory into electric vehicle plant,yes,positive,3
"Pervasive racism ' left tens of thousands of Black and Asian war dead uncommemorated, UK inquiry findss",no,not_esg,0
Wind energy could generate 3.3 million jobs within five years: GWEC,no,not_esg,0
ReneSola: Power to Present at Credit Suisse Renewables and Utilities Virtual Conference,yes,neutral,2
Nikola shares crash as founder steps down following fraud allegations,yes,negative,1
Western governors make bipartisan plea as states battle record heat and drought,no,not_esg,0
AIR Worldwide Releases Updated Tropical Cyclone and Earthquake Models for the Caribbean,yes,neutral,2
"Tsunami Warning Sirens Sound in Kodiak, Alaska, After Strong Quake Hits [ Video ]",no,not_esg,0
"Brazil, Bribes, And Banks: Brazilian Investment Company Pays $ 265M Fine In FCPA SEC And DOJ Enforcement Action Evidencing Ongoing Corruption Risks In Equity Financing In Brazil",yes,negative,1
Greencoat Renewables eyes acquisition opportunities across Europe,yes,positive,3
Faurecia: will develop ultra-low CO2 seat structures in partnership with SSAB as its fossil-free steel supplier,yes,positive,3
Vale S A: and Jiangsu Shagang sign MoU to develop steelmaking decarbonization solutions,yes,positive,3
Australian telcos have blocked over 55 million scam calls since December,no,not_esg,0
Biden to address how he’ d fight systemic racism,no,not_esg,0
The Greenhouse: A zero-waste home providing a blueprint for the future,no,not_esg,0
RMT salutes worker who overturned racist recruitment at Euston station,yes,positive,3
Remdesivir becomes first Covid-19 treatment to receive FDA approval,yes,positive,3
"FDA approves first drug, Eiger's Zokinvy, for rare rapid-aging disease",yes,positive,3
Doral Renewables LLC ( formerly named Global Energy Generation LLC) Appoints Evan Speece as Chief Financial Officer,yes,neutral,2
"Dr. Tejal Gandhi, Press Ganey Chief Safety and Transformation Officer, Named to Modern Healthcare’ s Top Diversity Leaders List",no,not_esg,0
"INVESTOR ALERT: Kirby McInerney LLP Announces the Filing of a Securities Class Action on Behalf of View, Inc. f/k/a CF Finance Acquisition Corp. II ( VIEW) Investors",yes,negative,1
"PolyQuest Invests In PET Recycling Operation - Nonwovens Industry Magazine - News, Markets & Analysis for the Nonwovens Industry",yes,positive,3
Clean Energy to Report Third Quarter 2020 Financial Results on November 5; Conference Call To Follow at 1:30 p.m. PST,yes,neutral,2
One Oil Company's Rocky Path to Renewable Energy -2-,yes,neutral,2
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
Tool Co. Wants Travelers To Cover $ 40M Transfer Fraud Suit,no,not_esg,0
"Investor Reminder: Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Skillz Inc. - SKLZ",yes,negative,1
One Oil Company's Rocky Path to Renewable Energy,yes,neutral,2
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
Doral Renewables LLC ( formerly named Global Energy Generation LLC) Appoints Evan Speece as Chief Financial Officer,yes,neutral,2
EU accuses Apple of App Store antitrust violations after Spotify complaint,yes,negative,1
TransAlta: and TransAlta Renewables Third Quarter 2020 Results and Conference Call,yes,neutral,2
One Oil Company's Rocky Path to Renewable Energy -2-,yes,neutral,2
Gilead’ s bladder cancer drug gets FDA approval,yes,positive,3
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
BofA Wants Revived PPP Discrimination Suit Tossed Again,yes,negative,1
Gilead Sciences: Announces Racial Equity Community Impact Fund to Support Black Communities Across United States,yes,positive,3
SeaBird Exploration: Green Energy Group ( SeaBird Exploration Plc) – Update on potential subsequent offering,yes,neutral,2
"Plastic Recycling: Plastic Energy, Freepoint Eco-Systems and TotalEnergies partner on Advanced Recycling Project in the U.S.",yes,positive,3
It happens every day ': Zaha calls on social media companies to act over online racism,no,negative,1
EPA accused again of compromising chemical safety assessments,no,not_esg,0
Nike Daybreak Type Recycled Jerseys DB4636-022,yes,positive,3
HCL Technologies: California Court Denies Class Certification In Reverse Discrimination Case Brought By Job Candidates,yes,neutral,2
"Racism endemic at DfID, staff claim",yes,negative,1
Arco Receives Antitrust Approval and Completes the Acquisition of COC and Dom Bosco Learning Systems,yes,neutral,2
DISYS ' Leadership as a Top Diversity Supplier Draws Accolades,yes,positive,3
Doral Renewables LLC ( formerly named Global Energy Generation LLC) Appoints Evan Speece as Chief Financial Officer,yes,neutral,2
TransAlta Renewables: Announces Pricing of AUD $ 800 Million Secured Financing of South Hedland Combined Cycle Gas Assets,yes,neutral,2
Clean Energy and bp Broaden Joint Venture Focused on Renewable Natural Gas Project Development Aimed at Delivering Lower Carbon Intensity Fuels,yes,positive,3
One Oil Company's Rocky Path to Renewable Energy -2-,yes,neutral,2
"Whether the FDA approves a COVID-19 booster shot or not, Pfizer and Moderna have already made their money",yes,neutral,2
"Tencent, Chindata Take Top Spots in Greenpeace's China Clean Tech Report",yes,positive,3
"GoodRx: ROSEN, A TRUSTED LAW FIRM, Announces Filing of Securities Class Action Lawsuit Against GoodRx Holdings, Inc.; Encourages Investors with Losses in Excess of $ 100K to Contact the Firm - GDRX",yes,negative,1
"Peninsula Clean Energy, Leeward Renewable Energy Sign 15-year Solar-Plus-Storage Power Purchase Agreement for the Chaparral Solar Facility",yes,positive,3
Blink Charging: to Participate in Electric Vehicle Webinar Presented by Maxim Group LLC and M-Vest,yes,neutral,2
"Simply Blue Holdings Limited announced that it has received funding from Octopus Renewables Infrastructure Trust PLC, Octopus Investments Limited",yes,positive,3
NICE Actimize Augments Its Anti-Money Laundering Solutions With Real-time AI Entity Resolution for More Effective Financial Crime Detection,yes,positive,3
It happens every day ': Zaha calls on social media companies to act over online racism,no,negative,1
"Opinion: Google investors: Unsure about what to do amid antitrust charges? Well, better get used to it",yes,negative,1
Alliant Energy: Michels Corporation makes major commitment to local clean energy,yes,positive,3
"GM to invest $ 1 billion in Mexico for electric vehicle production, angering UAW members",yes,positive,3
"Enphase Energy, Sunrun among Evercore ISI’ s top clean energy picks",yes,positive,3
Faurecia: will develop ultra-low CO2 seat structures in partnership with SSAB as its fossil-free steel supplier,yes,positive,3
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
Blink Charging: to Participate in Electric Vehicle Webinar Presented by Maxim Group LLC and M-Vest,yes,neutral,2
"After charges against Google, road map to antitrust changes contains many potential routes",yes,negative,1
Raise Marketplace Launches Fraud Prevention Solution rZero to Help Corporations Fight Digital Fraud,yes,positive,3
"Recover Losses: Ademi LLP Investigates Claims of Securities Fraud against Zymergen, Inc.",yes,negative,1
NSP INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Insperity Inc.,yes,negative,1
Blink Charging: to Participate in Electric Vehicle Webinar Presented by Maxim Group LLC and M-Vest,yes,neutral,2
FDA approval of AquaBounty GM salmon heads to appeals court,yes,neutral,2
Siemens Gamesa Renewable Energy S A: Third quarter FY 2020 - Connection details,yes,neutral,2
Exporting Pollution: Strict Environmental Laws “ Push ” Firms to Pollute Elsewhere,no,negative,1
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
A running list of American antitrust lawsuits against Google and Facebook,yes,negative,1
FDA approval of AquaBounty GM salmon heads to appeals court,yes,neutral,2
"EQUITY ALERT: Rosen Law Firm Files Securities Class Action Lawsuit Against TMC the metals company Inc. f/k/a Sustainable Opportunities Acquisition Corp. – TMC, TMCWW, SOAC, SOAC.U, SOACWS",yes,negative,1
TransAlta Renewables: Announces Pricing of AUD $ 800 Million Secured Financing of South Hedland Combined Cycle Gas Assets,yes,neutral,2
TRESemmé hair ad angers South Africans still hurting from racist past,yes,negative,1
House Oversight launches investigation into climate crisis disinformation by fossil fuel industry,no,not_esg,0
Bamburi Cement scales up green construction with launch of ‘ Houses of Tomorrow’ innovative project,yes,positive,3
Pindrop Helps Avaya Customers Verify Legitimate Callers and Detect Fraud,yes,neutral,2
Only junkies ': how stigma and discrimination link to rise in drug deaths among Scotland's poor,no,not_esg,0
Questions To Ask If Doing Business In A Corruption Hot Spot,no,negative,1
"Award-winning British Recycling Project, NEXTLOOPP, Hits Bullseye in Plastics Recycling Ahead of COP26",no,not_esg,0
Multiple Product Liability Burn Injury Lawsuits Filed Against Sunbeam Products By Pressure Cooker Lawyer Jason Turchin For Exploding Crock-Pot Multi-Cookers,yes,negative,1
London has the biggest climate tech startup ecosystem in Europe — Quartz,no,not_esg,0
INVESTOR ALERT: Law Offices of Howard G. Smith Announces Investigation of 3D Systems Corporation ( DDD) on Behalf of Investors,yes,negative,1
Siemens Gamesa Renewable Energy S A: Third quarter FY 2020 - Connection details,yes,neutral,2
Siemens Gamesa Renewable Energy S A: Third quarter FY 2020 - Connection details,yes,neutral,2
Food Brands Are Finally Changing Their Racist Mascots—But Is It Enough?,yes,neutral,2
The case for raising up women in climate tech,no,not_esg,0
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages XL Fleet ( XL) Investors with Losses to Contact Its Attorneys Now, Securities Class Action Filed, Company Forecasts 90% Revenue Drop in Q1 2021",yes,negative,1
Diageo: ranked number six in Equileap's 2021 Gender Equality Global Report and Ranking,yes,positive,3
"Fresenius Medical Care: ACB, PPDA Mum On Blacklisting of Corruption-Laden Fresenius Medical Care",yes,negative,1
TransAlta Renewables: Announces Pricing of AUD $ 800 Million Secured Financing of South Hedland Combined Cycle Gas Assets,yes,neutral,2
SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors Clean Energy Fuels Corp. - CLNE,yes,negative,1
BofA Wants Revived PPP Discrimination Suit Tossed Again,yes,negative,1
"Orocobre: reports no injuries, only minor damage from earthquake near Naraha plant",yes,neutral,2
"Hydrogen embrittlement creates complications for clean energy storage, transportation: Methods reveal understanding of the location of hydrogen in ferritic steels -- ScienceDaily",no,not_esg,0
SSAB Targets Title of First Global Fossil-Free Steel Company,yes,positive,3
Ex-Col. Pleads Guilty To Role In 'Fat Leonard ' Bribery Scheme,yes,positive,3
Aker: Carbon Capture AS and Aker Offshore Wind Holding AS – Contemplated Private Placement and Listing on Merkur Market,yes,neutral,2
One sip can kill ': why a highly toxic herbicide should be banned in Australia,no,not_esg,0
"Post-Brexit UK – like other gas-producing nations – betting on uncommercial, unproven carbon capture and hydrogen",no,not_esg,0
Italy minister's embrace of 'Blackface ' memes spotlights racism,no,negative,1
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
Alibaba Posts First Loss Since Going Public After Antitrust Fine -- 2nd Update,yes,negative,1
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
"CBP U S Customs and Border Protection: Collects $ 575,000 from Pure Circle U.S.A. for Stevia Imports Made with Forced Labor",yes,negative,1
Arco Receives Antitrust Approval and Completes the Acquisition of COC and Dom Bosco Learning Systems,yes,neutral,2
Doral Renewables LLC ( formerly named Global Energy Generation LLC) Appoints Evan Speece as Chief Financial Officer,yes,neutral,2
Fossil fuel protest targets reopening of Lloyd's underwriting floor,no,not_esg,0
Polish fraud fighter Nethone raises $ 6.7 million,yes,neutral,2
"Deadline Alert: Kessler Topaz Meltzer & Check, LLP Alerts Investors of Lead Plaintiff Deadline in Securities Fraud Class Action Lawsuit Against Romeo Power, Inc.",yes,negative,1
DISYS ' Leadership as a Top Diversity Supplier Draws Accolades,yes,positive,3
"INVESTOR ALERT: Kirby McInerney LLP Reminds Investors That a Class Action Lawsuit Has Been Filed Against 360 DigiTech, Inc. and Encourages Investors to Contact the Firm Before September 13, 2021",yes,negative,1
India's New Hypercar Is the Fastest Electric Vehicle It's Ever Built,no,not_esg,0
South Africa: Rising temperatures will cost up to 20% of per capita GDP,no,not_esg,0
Net zero is transforming clean energy procurement,no,not_esg,0
UN deforestation scheme under scrutiny after Indonesia debacle,no,not_esg,0
"Rashida Jones on Black Lives Matter protests, privilege",no,not_esg,0
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
"Moving Quickly, Merck Submits COVID-19 Antiviral for FDA Approval",yes,positive,3
"XILINX INVESTOR ALERT by the Former Attorney General of Louisiana: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Xilinx, Inc. - XLNX",yes,negative,1
"GM to invest $ 1 billion in Mexico for electric vehicle production, angering UAW members",yes,positive,3
IBMers in Canada fight human trafficking with the DataJam competition,yes,positive,3
Palace adidas Ultraboost Recycled Yarns Capsule: Release Info,yes,positive,3
Clean Energy to Report Third Quarter 2020 Financial Results on November 5; Conference Call To Follow at 1:30 p.m. PST,yes,neutral,2
Health Care Up As BioNTech Rises On FDA Approval Anticipation -- Health Care Roundup,yes,positive,3
INTC INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Intel Corporation,yes,negative,1
"Elanco Animal Health Incorporated: ROSEN, A TRUSTED AND TOP RANKED FIRM, Reminds Elanco Animal Health Incorporated Investors of Important July 20 Deadline in Securities Class Action - ELAN",yes,negative,1
Low-Lying Island Grows Despite Sea Level Rise,no,not_esg,0
The case for starting an anti-racist book club at work — Quartz,no,not_esg,0
"Recover Losses: Ademi LLP Investigates Claims of Securities Fraud against Zymergen, Inc.",yes,negative,1
"GoodRx: ROSEN, A TRUSTED LAW FIRM, Announces Filing of Securities Class Action Lawsuit Against GoodRx Holdings, Inc.; Encourages Investors with Losses in Excess of $ 100K to Contact the Firm - GDRX",yes,negative,1
"She buried her 10-year-old who died from Covid. Less than 24 hours later, she was combating misinformation at a school board meeting",no,not_esg,0
One Oil Company's Rocky Path to Renewable Energy,yes,neutral,2
"Fresenius Medical Care: ACB, PPDA Mum On Blacklisting of Corruption-Laden Fresenius Medical Care",yes,negative,1
The Worldwide Green Hydrogen Industry is Expected to Reach $ 4.3 Billion by 2026 - ResearchAndMarkets.com,no,not_esg,0
Insights on the Global Casinos and Gambling Market 2020-2024,no,not_esg,0
Trump claims 'left-wing extremism ' is engulfing the US. Conflating protests with terrorism is the real danger,no,not_esg,0
Republicans push unfounded fraud claims before California recall,no,not_esg,0
Investor Alert: Kaplan Fox Investigates Peabody Energy Corporation For Potential Securities Fraud,yes,negative,1
Banco Santander S A: Euromoney names Santander Best Digital Bank in Western Europe and Best Bank for Sustainable Finance in Latin America,yes,positive,3
Why terrorism continues in Nigeria and how to turn the tide,no,not_esg,0
Siemens Gamesa Renewable Energy S A: CMD presentation,yes,neutral,2
Chemical Research Breakthrough Could Transform Clean Energy Technology,no,not_esg,0
Kyle Rittenhouse: Prosecutors seek to modify bond agreement after they say he displayed racist signs,no,not_esg,0
Cardknox supports 3DS2 technology to decrease online fraud and reduce chargebacks,yes,positive,3
SeaBird Exploration: Green Energy Group ( SeaBird Exploration Plc) – Update on potential subsequent offering,yes,neutral,2
Nortek technology used by CCAMLR to estimate krill biomass in Antarctic waters,yes,neutral,2
Portland General Electric: Service restoration underway for PGE customers impacted by historic windstorm,yes,neutral,2
Mitsubishi: to invest 2 tril. yen to achieve carbon neutrality,yes,positive,3
AIR Worldwide Releases Updated Tropical Cyclone and Earthquake Models for the Caribbean,yes,neutral,2
FDA Approves Monjuvi® ( tafasitamab-cxix) in Combination With Lenalidomide for the Treatment of Adult Patients With Relapsed or Refractory Diffuse Large B-cell Lymphoma ( DLBCL),yes,positive,3
TransAlta Renewables: Announces Pricing of AUD $ 800 Million Secured Financing of South Hedland Combined Cycle Gas Assets,yes,neutral,2
"KNDI INVESTOR DEADLINE: Hagens Berman Alerts Kandi Technologies Group ( KNDI) Investors to Upcoming Application Deadline in Securities Fraud Lawsuit, Encourages Investors with Losses to Contact the Firm",yes,negative,1
INVESTOR ALERT: Law Offices of Howard G. Smith Announces Investigation of 3D Systems Corporation ( DDD) on Behalf of Investors,yes,negative,1
TransAlta: and TransAlta Renewables Third Quarter 2020 Results and Conference Call,yes,neutral,2
Amazon to generate renewable energy in South Africa on Eskom grid — Quartz Africa,yes,positive,3
C4 bioenergy grass: Working towards higher productivity under fluctuating light,no,not_esg,0
Jeremy Tardy Quits 'Dear White People ' Amid Racial Discrimination & Pay Disparity Claims,no,not_esg,0
"IDEX 12-DAY DEADLINE ALERT: Hagens Berman, National Trial Attorneys, Notifies Ideanomics ( IDEX) Investors of Application Deadline in Securities Fraud Class Action, Encourages Investors with $ 250k+ Losses to Contact Firm Now",yes,negative,1
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
"PRESS RELEASE: fox e-mobility wins leading European battery company, InoBat Auto, as technology partner for the new MIA 2.0 electric car",yes,positive,3
Siemens Gamesa Renewable Energy S A: Third quarter FY 2020 - Connection details,yes,neutral,2
Apple co-founder Steve Wozniak sues YouTube for not cracking down on bitcoin scam videos,yes,negative,1
Aker: Carbon Capture AS and Aker Offshore Wind Holding AS – Contemplated Private Placement and Listing on Merkur Market,yes,neutral,2
FDA approves Covid vaccine: How and when will I get it?,no,not_esg,0
"INVESTOR ALERT: Kirby McInerney LLP Announces the Filing of a Securities Class Action on Behalf of View, Inc. f/k/a CF Finance Acquisition Corp. II ( VIEW) Investors",yes,negative,1
"Plastic Recycling: Plastic Energy, Freepoint Eco-Systems and TotalEnergies partner on Advanced Recycling Project in the U.S.",yes,positive,3
Qatar Regulator Unveils Platform To Help Fight Money Laundering and Financial Crime,no,not_esg,0
HCL Technologies: California Court Denies Class Certification In Reverse Discrimination Case Brought By Job Candidates,yes,neutral,2
"Glancy Prongay & Murray LLP: a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Amdocs Limited ( DOX) Investors",yes,negative,1
"Renewable Energy Weathering the Coronavirus Storm, IEA Says",no,not_esg,0
Swiss minister promotes green finance hub,no,not_esg,0
Icy streets and packed metros: Madrid digs out from historic snowstorm in midst of pandemic,no,not_esg,0
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
"Brazil, Bribes, And Banks: Brazilian Investment Company Pays $ 265M Fine In FCPA SEC And DOJ Enforcement Action Evidencing Ongoing Corruption Risks In Equity Financing In Brazil",yes,negative,1
Piper Sandler Hires Diversity & Inclusion Director Analia Alonso,yes,positive,3
"CBP U S Customs and Border Protection: Collects $ 575,000 from Pure Circle U.S.A. for Stevia Imports Made with Forced Labor",yes,negative,1
Remdesivir becomes first Covid-19 treatment to receive FDA approval,yes,positive,3
"Investment Advisers Deny Fraud, Money Laundering Charges",no,not_esg,0
Thales: Alenia Space's site in Toulouse generates green energy,yes,positive,3
"EQUITY ALERT: Rosen Law Firm Files Securities Class Action Lawsuit Against TMC the metals company Inc. f/k/a Sustainable Opportunities Acquisition Corp. – TMC, TMCWW, SOAC, SOAC.U, SOACWS",yes,negative,1
"Frito-Lay: ® Launches Industrially Compostable Bags with Off The Eaten Path® Brand; Advances in Goal to Design 100% of Packaging to be Recyclable, Compostable, Biodegradable or Reusable across Portfolio by 2025",yes,positive,3
Blink Charging: to Participate in Electric Vehicle Webinar Presented by Maxim Group LLC and M-Vest,yes,neutral,2
Aramark Announces Executive Diversity Council and Names Ashwani Hanson Chief Diversity & Sustainability Officer,yes,positive,3
Racial Justice Is a Black Mark on Philanthropy’ s Track Record. Time to Fix It.,no,not_esg,0
"Apple Korea, under antitrust probe, proposes $ 84 million to support small businesses",yes,positive,3
TRESemmé hair ad angers South Africans still hurting from racist past,yes,negative,1
Diageo: ranked number six in Equileap's 2021 Gender Equality Global Report and Ranking,yes,positive,3
