CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption
631,Company_631,Manufacturing,North America,2018,648.5,6.3,501.6,-5.2,29.9,29.9,29.8,30.0,192776.8,257035.7,3212946.8
631,Company_631,Manufacturing,North America,2019,730.1,7.0,462.7,12.6,31.8,31.3,34.9,29.1,214897.5,286530.0,3581624.4
631,Company_631,Manufacturing,North America,2020,739.3,4.0,375.7,1.3,33.3,34.5,35.7,29.8,212649.3,283532.4,3544155.1
631,Company_631,Manufacturing,North America,2021,842.3,2.0,355.7,13.9,32.8,35.6,34.4,28.3,240261.0,320348.0,4004350.0
631,Company_631,Manufacturing,North America,2022,785.7,4.5,484.6,-6.7,34.2,37.9,35.5,29.1,220283.0,293710.7,3671384.1
631,Company_631,Manufacturing,North America,2023,838.1,6.2,1097.3,6.7,37.6,39.7,37.2,36.0,231903.1,309204.1,3865050.9
631,Company_631,Manufacturing,North America,2024,1094.9,7.1,1444.5,30.6,39.7,43.9,37.6,37.7,293225.7,390967.6,4887094.7
631,Company_631,Manufacturing,North America,2025,1157.2,5.2,568.1,5.7,41.7,45.9,42.7,36.4,304947.4,406596.5,5082455.9
632,Company_632,Transportation,Europe,2015,2024.2,3.8,1121.1,,43.5,46.5,26.5,57.5,1062390.4,177065.1,3541301.2
632,Company_632,Transportation,Europe,2016,2107.1,6.5,1461.0,4.1,45.3,48.0,29.1,58.7,1092088.8,182014.8,3640296.1
632,Company_632,Transportation,Europe,2017,1906.2,9.5,3027.6,-9.5,46.5,51.3,28.8,59.4,961453.6,160242.3,3204845.3
632,Company_632,Transportation,Europe,2018,2079.0,5.6,1993.9,9.1,49.3,53.6,29.7,64.7,1028525.7,171420.9,3428418.9
632,Company_632,Transportation,Europe,2019,1796.6,4.0,980.9,-13.6,50.3,53.1,28.8,69.1,893069.8,148845.0,2976899.4
632,Company_632,Transportation,Europe,2020,1917.1,-1.3,9225.8,6.7,51.8,53.9,29.7,71.9,946269.1,157711.5,3154230.4
632,Company_632,Transportation,Europe,2021,2102.0,-3.3,6153.9,9.6,52.7,55.5,28.8,73.7,1023128.1,170521.3,3410426.9
632,Company_632,Transportation,Europe,2022,1962.8,-4.7,8815.5,-6.6,52.9,56.1,29.8,72.8,950661.5,158443.6,3168871.6
632,Company_632,Transportation,Europe,2023,2205.8,-4.9,5787.9,12.4,55.7,61.1,30.9,75.0,1022294.6,170382.4,3407648.8
632,Company_632,Transportation,Europe,2024,2185.3,-5.6,10271.8,-0.9,55.4,63.0,30.0,73.3,994930.0,165821.7,3316433.2
632,Company_632,Transportation,Europe,2025,2232.6,-5.0,2337.0,2.2,57.6,64.4,34.6,73.8,1004070.9,167345.2,3346903.1
633,Company_633,Utilities,Europe,2015,270.0,11.2,260.8,,59.1,43.8,67.1,66.6,193023.9,120639.9,1930239.2
633,Company_633,Utilities,Europe,2016,293.5,8.6,223.4,8.7,60.4,44.9,67.9,68.3,208006.5,130004.1,2080064.8
633,Company_633,Utilities,Europe,2017,264.0,10.3,370.7,-10.0,61.9,47.3,66.7,71.6,183498.4,114686.5,1834984.0
633,Company_633,Utilities,Europe,2018,255.9,8.8,327.3,-3.1,62.2,50.6,63.8,72.2,173163.8,108227.4,1731637.7
633,Company_633,Utilities,Europe,2019,285.5,10.0,418.2,11.6,61.1,51.8,62.8,68.8,191340.9,119588.1,1913409.4
633,Company_633,Utilities,Europe,2020,293.3,9.0,270.8,2.7,63.1,54.0,63.0,72.5,192929.4,120580.9,1929294.3
633,Company_633,Utilities,Europe,2021,312.6,11.5,439.2,6.6,65.9,54.9,68.2,74.7,203944.6,127465.4,2039446.0
633,Company_633,Utilities,Europe,2022,344.9,14.5,719.7,10.3,68.0,56.8,72.7,74.5,221337.5,138335.9,2213374.9
633,Company_633,Utilities,Europe,2023,331.7,12.3,555.0,-3.8,68.7,58.0,72.0,76.1,210807.9,131754.9,2108078.7
633,Company_633,Utilities,Europe,2024,356.5,11.8,357.4,7.5,67.4,58.4,69.9,74.0,225549.2,140968.2,2255491.9
633,Company_633,Utilities,Europe,2025,412.1,12.1,575.1,15.6,67.3,60.8,68.5,72.6,255307.9,159567.5,2553079.3
634,Company_634,Healthcare,Europe,2015,1316.6,18.7,3223.9,,46.5,31.5,58.6,49.5,128951.4,128951.4,257902.8
634,Company_634,Healthcare,Europe,2016,1487.1,16.3,2638.0,12.9,48.4,33.0,62.2,49.9,144087.8,144087.8,288175.6
634,Company_634,Healthcare,Europe,2017,1777.1,18.5,4347.0,19.5,48.8,35.7,60.9,49.7,168798.2,168798.2,337596.3
634,Company_634,Healthcare,Europe,2018,1541.0,22.2,4933.4,-13.3,48.3,33.5,63.4,48.0,148788.1,148788.1,297576.2
634,Company_634,Healthcare,Europe,2019,1433.2,20.8,6821.7,-7.0,49.6,35.7,65.4,47.7,136200.8,136200.8,272401.6
634,Company_634,Healthcare,Europe,2020,1548.3,22.4,8124.4,8.0,48.5,35.4,66.8,43.4,147402.4,147402.4,294804.8
634,Company_634,Healthcare,Europe,2021,1622.3,25.3,5903.0,4.8,47.7,35.2,63.2,44.8,154735.1,154735.1,309470.2
634,Company_634,Healthcare,Europe,2022,1634.1,26.5,7807.4,0.7,48.2,35.3,64.3,45.0,155684.0,155684.0,311368.1
634,Company_634,Healthcare,Europe,2023,1769.5,28.1,7566.4,8.3,51.2,37.5,69.0,47.1,165830.6,165830.6,331661.2
634,Company_634,Healthcare,Europe,2024,1623.6,25.4,9394.2,-8.2,52.3,39.7,68.3,48.9,149675.2,149675.2,299350.5
634,Company_634,Healthcare,Europe,2025,1595.4,26.4,8025.8,-1.7,51.8,40.3,65.1,50.0,146393.1,146393.1,292786.2
635,Company_635,Transportation,Latin America,2015,922.2,4.5,569.6,,39.1,59.1,28.1,30.1,435066.5,72511.1,1450221.6
635,Company_635,Transportation,Latin America,2016,880.7,2.9,219.6,-4.5,38.1,59.4,25.3,29.8,414517.3,69086.2,1381724.5
635,Company_635,Transportation,Latin America,2017,823.0,1.1,127.5,-6.6,41.1,62.1,28.3,32.9,378035.6,63005.9,1260118.8
635,Company_635,Transportation,Latin America,2018,801.4,-0.2,2928.4,-2.6,40.2,61.9,28.3,30.4,368705.5,61450.9,1229018.3
635,Company_635,Transportation,Latin America,2019,730.7,-2.1,873.2,-8.8,41.0,61.7,29.1,32.2,336633.7,56105.6,1122112.4
635,Company_635,Transportation,Latin America,2020,749.8,-4.5,2367.7,2.6,42.2,59.2,30.6,36.7,353491.9,58915.3,1178306.3
635,Company_635,Transportation,Latin America,2021,808.7,-3.0,4007.4,7.9,41.7,63.0,27.6,34.5,368258.7,61376.5,1227529.0
635,Company_635,Transportation,Latin America,2022,768.4,-2.7,2838.6,-5.0,43.2,62.6,29.9,37.1,351062.0,58510.3,1170206.8
635,Company_635,Transportation,Latin America,2023,811.2,-0.7,2398.8,5.6,44.3,67.2,29.9,35.8,355085.6,59180.9,1183618.8
635,Company_635,Transportation,Latin America,2024,891.0,4.0,446.9,9.8,47.1,73.2,30.4,37.8,367550.4,61258.4,1225168.1
635,Company_635,Transportation,Latin America,2025,870.1,3.1,246.8,-2.3,47.1,72.4,28.7,40.3,361944.1,60324.0,1206480.4
636,Company_636,Consumer Goods,Latin America,2015,860.6,-1.8,1894.6,,55.2,50.4,63.1,52.1,145876.9,182346.1,729384.4
636,Company_636,Consumer Goods,Latin America,2016,792.7,-4.3,1365.2,-7.9,56.5,52.5,65.9,51.1,132038.2,165047.8,660191.2
636,Company_636,Consumer Goods,Latin America,2017,897.4,-4.9,1161.4,13.2,56.4,55.8,60.6,52.7,145289.8,181612.2,726448.8
636,Company_636,Consumer Goods,Latin America,2018,934.2,-6.2,3880.6,4.1,56.3,59.3,59.7,50.1,146634.5,183293.1,733172.3
636,Company_636,Consumer Goods,Latin America,2019,995.2,-5.3,1464.0,6.5,57.7,60.0,60.9,52.1,155255.9,194069.9,776279.4
636,Company_636,Consumer Goods,Latin America,2020,1038.5,-6.2,3460.7,4.4,57.5,61.0,62.1,49.3,160536.8,200671.0,802684.0
636,Company_636,Consumer Goods,Latin America,2021,1069.3,-5.0,2327.8,3.0,58.7,60.4,64.4,51.3,166207.5,207759.4,831037.6
636,Company_636,Consumer Goods,Latin America,2022,1080.3,-3.2,1006.1,1.0,58.4,61.5,65.1,48.7,166242.8,207803.6,831214.2
636,Company_636,Consumer Goods,Latin America,2023,1131.3,-1.2,1738.8,4.7,59.5,64.3,64.3,50.0,169712.6,212140.8,848563.2
636,Company_636,Consumer Goods,Latin America,2024,1106.3,0.4,81.9,-2.2,59.9,64.9,62.5,52.4,164983.7,206229.6,824918.4
636,Company_636,Consumer Goods,Latin America,2025,1138.3,-3.5,2622.3,2.9,60.5,65.2,63.9,52.3,169264.8,211581.0,846324.2
637,Company_637,Utilities,Oceania,2015,534.8,10.9,557.6,,49.9,18.3,93.4,38.2,458610.1,286631.3,4586100.7
637,Company_637,Utilities,Oceania,2016,626.3,10.8,770.7,17.1,51.1,21.9,92.4,39.1,524511.1,327819.5,5245111.3
637,Company_637,Utilities,Oceania,2017,602.9,11.5,610.2,-3.7,51.0,22.0,95.3,35.9,504584.5,315365.3,5045844.6
637,Company_637,Utilities,Oceania,2018,646.1,11.4,975.2,7.2,51.6,22.0,96.1,36.6,540453.7,337783.6,5404537.0
637,Company_637,Utilities,Oceania,2019,661.5,11.5,1071.8,2.4,53.7,22.9,97.9,40.2,550049.5,343781.0,5500495.3
637,Company_637,Utilities,Oceania,2020,760.5,14.9,1353.2,15.0,55.1,25.6,99.7,40.1,620904.6,388065.4,6209046.5
637,Company_637,Utilities,Oceania,2021,748.6,14.1,1168.9,-1.6,56.1,27.3,99.6,41.5,604216.7,377635.4,6042166.9
637,Company_637,Utilities,Oceania,2022,820.5,14.7,1452.7,9.6,56.0,29.1,98.2,40.6,654145.4,408840.9,6541453.6
637,Company_637,Utilities,Oceania,2023,973.1,13.7,1663.2,18.6,57.4,31.6,99.4,41.3,761727.8,476079.9,7617278.1
637,Company_637,Utilities,Oceania,2024,1058.4,14.0,1765.1,8.8,57.6,31.5,99.8,41.6,829539.0,518461.9,8295390.5
637,Company_637,Utilities,Oceania,2025,1192.4,12.9,1606.9,12.7,59.2,35.5,100.0,42.2,907955.9,567472.5,9079559.4
638,Company_638,Healthcare,Oceania,2015,3568.6,14.9,10817.8,,65.6,65.6,42.9,88.4,264471.1,264471.1,528942.2
638,Company_638,Healthcare,Oceania,2016,4062.3,13.6,10926.0,13.8,65.9,66.2,40.9,90.5,299159.6,299159.6,598319.2
638,Company_638,Healthcare,Oceania,2017,4566.0,15.2,14603.8,12.4,66.6,70.8,41.3,87.9,321629.7,321629.7,643259.3
638,Company_638,Healthcare,Oceania,2018,4568.9,16.1,15567.7,0.1,67.9,73.7,42.9,87.2,312448.6,312448.6,624897.2
638,Company_638,Healthcare,Oceania,2019,5102.4,17.4,10139.7,11.7,70.2,75.6,47.3,87.5,342136.5,342136.5,684273.1
638,Company_638,Healthcare,Oceania,2020,5866.3,16.8,17687.5,15.0,70.6,76.8,45.7,89.1,388558.3,388558.3,777116.7
638,Company_638,Healthcare,Oceania,2021,6421.3,19.1,18167.3,9.5,72.0,77.4,50.1,88.6,422470.9,422470.9,844941.8
638,Company_638,Healthcare,Oceania,2022,7104.8,20.1,17590.0,10.6,72.2,76.4,54.7,85.5,472487.0,472487.0,944974.0
638,Company_638,Healthcare,Oceania,2023,7506.2,19.3,22004.1,5.7,74.2,76.8,56.9,88.9,497330.8,497330.8,994661.6
638,Company_638,Healthcare,Oceania,2024,8091.0,17.1,26379.6,7.8,75.8,76.9,58.5,92.0,535289.7,535289.7,1070579.4
638,Company_638,Healthcare,Oceania,2025,10604.8,20.0,42129.2,31.1,76.3,76.4,57.8,94.8,705302.9,705302.9,1410605.8
639,Company_639,Healthcare,Latin America,2015,970.9,10.1,2058.9,,22.9,15.3,31.8,21.7,106132.6,106132.6,212265.2
639,Company_639,Healthcare,Latin America,2016,980.0,9.3,2114.8,0.9,25.7,18.6,33.6,24.9,104803.6,104803.6,209607.1
639,Company_639,Healthcare,Latin America,2017,1136.8,8.8,2228.0,16.0,27.5,21.5,33.1,27.8,119302.4,119302.4,238604.9
639,Company_639,Healthcare,Latin America,2018,1047.8,7.2,1266.2,-7.8,26.8,20.9,32.1,27.5,110406.3,110406.3,220812.5
639,Company_639,Healthcare,Latin America,2019,1285.0,-0.3,1560.2,22.6,26.4,21.7,32.0,25.5,134645.0,134645.0,269290.0
639,Company_639,Healthcare,Latin America,2020,1312.0,-1.9,3419.2,2.1,26.8,22.9,32.3,25.3,136402.8,136402.8,272805.5
639,Company_639,Healthcare,Latin America,2021,1512.9,-3.1,5762.2,15.3,27.0,23.1,32.9,24.9,157056.6,157056.6,314113.3
639,Company_639,Healthcare,Latin America,2022,1744.5,-3.6,3124.6,15.3,27.2,23.1,32.4,26.0,181103.1,181103.1,362206.3
639,Company_639,Healthcare,Latin America,2023,2059.7,-2.9,7884.4,18.1,26.2,21.5,30.0,27.1,216095.2,216095.2,432190.5
639,Company_639,Healthcare,Latin America,2024,2528.9,-0.7,4274.1,22.8,26.9,22.1,31.2,27.4,264306.5,264306.5,528612.9
639,Company_639,Healthcare,Latin America,2025,2788.2,-0.0,2530.4,10.3,27.0,21.9,31.3,27.9,291914.5,291914.5,583829.0
640,Company_640,Finance,Africa,2015,15335.6,7.0,12149.7,,58.2,84.5,71.7,18.4,186594.2,93297.1,466485.6
640,Company_640,Finance,Africa,2016,15841.7,4.8,14696.5,3.3,58.8,83.3,75.0,18.2,195501.0,97750.5,488752.5
640,Company_640,Finance,Africa,2017,15207.6,6.9,9965.6,-4.0,60.0,85.6,76.9,17.7,182841.2,91420.6,457103.1
640,Company_640,Finance,Africa,2018,15383.9,7.9,22929.5,1.2,60.7,88.3,75.8,18.2,179018.7,89509.4,447546.8
640,Company_640,Finance,Africa,2019,15715.2,10.3,30756.7,2.2,58.5,86.3,74.9,14.2,187342.7,93671.3,468356.6
640,Company_640,Finance,Africa,2020,19674.8,12.9,40539.2,25.2,57.9,84.6,75.8,13.2,239060.5,119530.2,597651.2
640,Company_640,Finance,Africa,2021,20278.9,13.3,43053.2,3.1,59.2,86.6,77.2,13.8,240846.0,120423.0,602115.1
640,Company_640,Finance,Africa,2022,21386.9,12.5,38647.2,5.5,59.4,90.2,75.9,12.0,243304.8,121652.4,608262.0
640,Company_640,Finance,Africa,2023,20857.1,12.5,32349.0,-2.5,59.6,89.1,74.8,15.0,240388.7,120194.4,600971.8
640,Company_640,Finance,Africa,2024,22027.0,14.0,33959.0,5.6,59.2,87.7,73.7,16.1,258202.6,129101.3,645506.5
640,Company_640,Finance,Africa,2025,21627.6,14.9,59943.4,-1.8,60.1,90.2,73.0,17.1,246011.3,123005.7,615028.3
641,Company_641,Manufacturing,Latin America,2015,499.7,10.8,1187.2,,42.6,26.4,47.9,53.5,152211.7,202948.9,2536861.7
641,Company_641,Manufacturing,Latin America,2016,488.4,7.7,487.1,-2.3,43.4,28.4,45.9,55.8,146716.2,195621.6,2445270.2
641,Company_641,Manufacturing,Latin America,2017,549.2,10.3,997.1,12.5,44.7,30.8,44.4,58.8,162200.7,216267.5,2703344.2
641,Company_641,Manufacturing,Latin America,2018,604.4,11.1,1087.7,10.1,45.8,31.3,47.1,58.9,177906.8,237209.1,2965113.7
641,Company_641,Manufacturing,Latin America,2019,644.6,12.6,784.7,6.6,46.7,33.9,48.0,58.1,186166.7,248222.3,3102779.0
641,Company_641,Manufacturing,Latin America,2020,772.5,13.2,1565.0,19.8,48.1,37.2,47.3,59.8,217726.5,290302.1,3628775.7
641,Company_641,Manufacturing,Latin America,2021,874.9,17.4,3102.0,13.3,50.9,40.1,50.0,62.6,241289.4,321719.2,4021489.8
641,Company_641,Manufacturing,Latin America,2022,957.5,15.0,2499.1,9.4,52.0,40.4,53.1,62.5,263516.3,351355.1,4391939.0
641,Company_641,Manufacturing,Latin America,2023,979.4,18.9,1529.3,2.3,50.3,40.5,51.6,58.7,269279.7,359039.6,4487995.6
641,Company_641,Manufacturing,Latin America,2024,1106.9,19.0,3861.3,13.0,51.2,42.7,49.6,61.4,299204.3,398939.0,4986737.6
641,Company_641,Manufacturing,Latin America,2025,1163.4,18.3,2009.3,5.1,51.1,43.2,48.0,62.1,313198.3,417597.7,5219970.9
642,Company_642,Retail,Europe,2015,2121.5,3.2,834.9,,60.9,74.9,44.7,63.0,143333.9,71667.0,286667.8
642,Company_642,Retail,Europe,2016,2090.2,2.2,542.6,-1.5,61.7,74.2,47.3,63.7,142271.6,71135.8,284543.1
642,Company_642,Retail,Europe,2017,2287.6,4.2,1416.9,9.4,62.8,75.1,49.8,63.5,154206.4,77103.2,308412.9
642,Company_642,Retail,Europe,2018,2533.4,6.4,2567.4,10.7,64.1,76.1,52.3,64.0,169032.2,84516.1,338064.4
642,Company_642,Retail,Europe,2019,2188.2,6.0,3058.5,-13.6,63.7,77.5,51.6,62.1,143813.3,71906.6,287626.5
642,Company_642,Retail,Europe,2020,2395.9,4.2,1543.0,9.5,64.4,78.0,52.4,62.7,156694.1,78347.0,313388.1
642,Company_642,Retail,Europe,2021,2137.9,4.6,2039.2,-10.8,65.8,76.2,57.0,64.1,142490.2,71245.1,284980.3
642,Company_642,Retail,Europe,2022,1964.6,7.7,2240.6,-8.1,64.5,74.2,56.6,62.6,133648.4,66824.2,267296.9
642,Company_642,Retail,Europe,2023,1896.3,8.1,2606.3,-3.5,63.8,74.9,56.6,59.9,128126.5,64063.2,256253.0
642,Company_642,Retail,Europe,2024,1814.8,6.7,2641.6,-4.3,65.0,78.8,52.8,63.4,117693.2,58846.6,235386.5
642,Company_642,Retail,Europe,2025,1619.5,5.8,1293.9,-10.8,65.0,80.4,52.7,61.9,103186.1,51593.1,206372.3
643,Company_643,Manufacturing,Asia,2015,14608.1,0.7,1372.5,,65.8,43.0,68.8,85.6,3940325.8,5253767.8,65672097.0
643,Company_643,Manufacturing,Asia,2016,15460.7,0.7,2127.0,5.8,66.6,47.1,68.3,84.5,4036328.6,5381771.4,67272142.5
643,Company_643,Manufacturing,Asia,2017,15700.4,3.5,10989.9,1.6,66.8,48.2,64.9,87.4,4062599.7,5416799.6,67709994.5
643,Company_643,Manufacturing,Asia,2018,17044.9,5.5,15618.5,8.6,68.9,46.8,69.9,90.0,4461668.3,5948891.0,74361137.5
643,Company_643,Manufacturing,Asia,2019,17229.2,8.3,28100.7,1.1,68.5,47.1,69.5,88.8,4498881.5,5998508.7,74981358.5
643,Company_643,Manufacturing,Asia,2020,17488.4,7.6,26564.7,1.5,68.4,49.5,70.0,85.6,4476142.1,5968189.5,74602368.6
643,Company_643,Manufacturing,Asia,2021,17001.0,9.8,20937.8,-2.8,70.0,49.9,69.8,90.2,4337385.2,5783180.3,72289753.5
643,Company_643,Manufacturing,Asia,2022,16205.3,9.3,24169.4,-4.7,69.9,49.7,70.0,90.0,4143631.4,5524841.9,69060523.4
643,Company_643,Manufacturing,Asia,2023,17672.5,2.8,7322.3,9.1,70.6,50.3,72.9,88.7,4494925.3,5993233.7,74915420.9
643,Company_643,Manufacturing,Asia,2024,18101.9,0.9,3528.0,2.4,70.1,48.8,72.6,88.9,4662602.2,6216802.9,77710036.2
643,Company_643,Manufacturing,Asia,2025,16492.3,-0.8,47716.7,-8.9,72.1,49.6,75.4,91.1,4218107.9,5624143.9,70301798.2
644,Company_644,Transportation,Africa,2015,1143.2,6.0,926.0,,28.6,17.7,50.0,18.2,738124.4,123020.7,2460414.6
644,Company_644,Transportation,Africa,2016,1031.9,11.0,1993.9,-9.7,29.0,20.6,48.3,18.2,653517.7,108919.6,2178392.2
644,Company_644,Transportation,Africa,2017,1114.4,11.8,1242.2,8.0,28.9,20.5,46.8,19.4,706169.0,117694.8,2353896.5
644,Company_644,Transportation,Africa,2018,1334.3,11.8,2656.4,19.7,30.4,20.3,52.3,18.6,846920.9,141153.5,2823069.8
644,Company_644,Transportation,Africa,2019,1360.0,13.8,2039.3,1.9,30.9,19.8,55.6,17.1,865883.6,144313.9,2886278.7
644,Company_644,Transportation,Africa,2020,1280.0,15.3,3585.8,-5.9,30.2,21.0,55.8,13.7,808711.3,134785.2,2695704.2
644,Company_644,Transportation,Africa,2021,1402.9,18.2,5061.2,9.6,29.8,22.2,56.6,10.5,879190.5,146531.8,2930635.1
644,Company_644,Transportation,Africa,2022,1523.1,16.6,3048.9,8.6,31.9,21.9,62.4,11.2,956276.1,159379.3,3187586.9
644,Company_644,Transportation,Africa,2023,1395.0,13.2,1498.9,-8.4,33.2,24.3,61.3,14.0,862282.4,143713.7,2874274.8
644,Company_644,Transportation,Africa,2024,1574.7,9.8,1968.2,12.9,35.3,25.9,66.9,13.1,962224.2,160370.7,3207413.9
644,Company_644,Transportation,Africa,2025,1680.7,7.7,1512.0,6.7,36.5,27.3,71.7,10.4,1017347.6,169557.9,3391158.6
645,Company_645,Finance,Middle East,2015,13929.0,13.2,30056.6,,35.9,79.1,24.8,3.7,180020.1,90010.0,450050.2
645,Company_645,Finance,Middle East,2016,14963.5,8.7,13203.8,7.4,36.3,77.6,25.5,5.9,196658.5,98329.2,491646.1
645,Company_645,Finance,Middle East,2017,15053.1,6.3,7616.1,0.6,37.6,79.0,28.7,5.2,194865.4,97432.7,487163.6
645,Company_645,Finance,Middle East,2018,14511.3,3.5,8280.8,-3.6,39.2,82.1,27.8,7.8,181408.6,90704.3,453521.4
645,Company_645,Finance,Middle East,2019,14365.6,3.2,8300.6,-1.0,40.1,84.9,28.8,6.4,173961.5,86980.8,434903.8
645,Company_645,Finance,Middle East,2020,15528.2,7.0,8890.8,8.1,39.4,85.2,31.9,1.1,187379.0,93689.5,468447.4
645,Company_645,Finance,Middle East,2021,16372.5,9.3,18548.9,5.4,40.7,84.9,33.2,3.9,198270.1,99135.0,495675.2
645,Company_645,Finance,Middle East,2022,17782.8,9.5,26461.9,8.6,42.6,85.9,35.4,6.5,213045.8,106522.9,532614.5
645,Company_645,Finance,Middle East,2023,18044.3,6.2,20903.9,1.5,41.1,85.5,32.4,5.4,217176.9,108588.5,542942.3
645,Company_645,Finance,Middle East,2024,17539.8,6.3,9490.7,-2.8,40.7,84.7,30.6,6.8,213001.0,106500.5,532502.5
645,Company_645,Finance,Middle East,2025,18672.2,13.0,29909.9,6.5,40.2,84.9,29.1,6.7,226218.7,113109.3,565546.7
646,Company_646,Energy,Europe,2015,46160.7,-5.3,46132.5,,75.4,44.4,88.6,93.1,41052431.1,12315729.3,410524311.0
646,Company_646,Energy,Europe,2016,47017.5,-6.7,112607.0,1.9,75.2,45.4,88.2,91.9,41475303.5,12442591.1,414753035.3
646,Company_646,Energy,Europe,2017,56726.5,-2.5,279577.5,20.6,75.6,48.1,84.2,94.6,48981809.7,14694542.9,489818097.1
646,Company_646,Energy,Europe,2018,68193.4,4.8,64943.7,20.2,76.7,47.0,86.9,96.2,59385080.9,17815524.3,593850809.4
646,Company_646,Energy,Europe,2019,73892.8,7.1,49971.6,8.4,77.7,45.8,89.3,98.1,65003612.5,19501083.8,650036125.4
646,Company_646,Energy,Europe,2020,78101.7,11.9,79013.8,5.7,79.6,49.8,90.4,98.6,66487061.5,19946118.5,664870615.1
646,Company_646,Energy,Europe,2021,86045.3,13.4,186857.7,10.2,81.3,52.5,92.3,99.0,71616534.1,21484960.2,716165340.8
646,Company_646,Energy,Europe,2022,88672.6,6.0,75729.7,3.1,84.4,55.6,97.5,100.0,71899823.3,21569947.0,718998233.1
646,Company_646,Energy,Europe,2023,101403.9,7.3,147180.2,14.4,84.9,54.6,100.0,100.0,82947547.4,24884264.2,829475473.7
646,Company_646,Energy,Europe,2024,116015.7,11.6,210231.9,14.4,85.1,56.2,100.0,99.2,93589580.8,28076874.2,935895808.1
646,Company_646,Energy,Europe,2025,134253.3,11.6,300465.1,15.7,84.6,56.3,100.0,97.6,108229578.1,32468873.4,1082295780.8
647,Company_647,Energy,North America,2015,15830.0,10.5,31342.1,,55.8,32.0,58.8,76.6,15454759.6,4636427.9,154547595.7
647,Company_647,Energy,North America,2016,13513.5,3.6,6287.2,-14.6,55.6,32.2,57.0,77.6,13167956.1,3950386.8,131679561.4
647,Company_647,Energy,North America,2017,14084.4,-3.2,30541.7,4.2,54.4,32.0,56.2,75.1,13750938.7,4125281.6,137509387.2
647,Company_647,Energy,North America,2018,12590.4,-0.5,50434.2,-10.6,54.5,32.2,56.4,74.8,12268370.7,3680511.2,122683706.7
647,Company_647,Energy,North America,2019,10735.2,-0.3,38370.6,-14.7,52.5,30.3,53.6,73.6,10601925.5,3180577.7,106019255.3
647,Company_647,Energy,North America,2020,8762.6,1.5,2484.4,-18.4,55.1,32.2,55.5,77.5,8539073.8,2561722.1,85390737.6
647,Company_647,Energy,North America,2021,8446.4,-4.5,38665.0,-3.6,55.4,33.0,54.5,78.7,8183385.8,2455015.7,81833857.8
647,Company_647,Energy,North America,2022,7401.2,0.1,50.8,-12.4,55.4,34.6,53.4,78.2,7090240.3,2127072.1,70902402.5
647,Company_647,Energy,North America,2023,6555.7,-1.3,17444.5,-11.4,55.6,36.1,54.3,76.4,6212435.8,1863730.7,62124357.7
647,Company_647,Energy,North America,2024,6034.1,-1.3,23799.7,-8.0,57.7,35.4,57.3,80.5,5746038.6,1723811.6,57460385.5
647,Company_647,Energy,North America,2025,5405.8,-4.2,16091.5,-10.4,60.2,40.2,57.9,82.6,4966634.6,1489990.4,49666346.4
648,Company_648,Utilities,Middle East,2015,303.8,7.8,267.0,,17.4,7.3,9.4,35.4,279281.3,174550.8,2792812.8
648,Company_648,Utilities,Middle East,2016,277.3,8.7,297.6,-8.7,19.1,8.5,12.4,36.3,252941.4,158088.4,2529414.2
648,Company_648,Utilities,Middle East,2017,280.2,9.0,297.1,1.1,20.0,10.9,10.0,39.0,251949.3,157468.3,2519492.5
648,Company_648,Utilities,Middle East,2018,279.2,8.5,246.2,-0.4,17.8,7.0,9.6,36.7,257102.1,160688.8,2571020.6
648,Company_648,Utilities,Middle East,2019,285.0,7.7,249.9,2.1,17.1,5.8,11.9,33.5,264247.4,165154.6,2642474.2
648,Company_648,Utilities,Middle East,2020,264.2,6.9,257.1,-7.3,19.0,9.7,12.4,34.8,239204.4,149502.7,2392043.7
648,Company_648,Utilities,Middle East,2021,283.8,6.2,162.1,7.4,22.4,9.7,19.3,38.3,257047.1,160654.4,2570471.1
648,Company_648,Utilities,Middle East,2022,264.6,7.1,163.2,-6.8,23.6,10.3,23.9,36.6,238764.1,149227.6,2387641.4
648,Company_648,Utilities,Middle East,2023,304.8,8.3,319.5,15.2,24.2,13.5,22.5,36.5,269522.7,168451.7,2695227.0
648,Company_648,Utilities,Middle East,2024,306.0,10.8,271.8,0.4,26.1,13.9,25.9,38.6,269961.9,168726.2,2699619.0
648,Company_648,Utilities,Middle East,2025,332.1,11.2,389.6,8.5,25.7,13.2,24.7,39.3,294197.9,183873.7,2941979.0
649,Company_649,Finance,Oceania,2015,8164.5,11.5,13183.4,,80.7,88.9,75.1,77.9,94289.1,47144.5,235722.6
649,Company_649,Finance,Oceania,2016,8344.1,11.4,14345.7,2.2,83.1,89.3,81.1,79.0,95956.0,47978.0,239890.1
649,Company_649,Finance,Oceania,2017,9121.0,8.9,9203.1,9.3,81.6,86.5,80.4,77.8,108419.8,54209.9,271049.6
649,Company_649,Finance,Oceania,2018,9751.0,6.1,6436.1,6.9,80.4,83.9,81.2,76.2,119552.3,59776.1,298880.6
649,Company_649,Finance,Oceania,2019,10495.5,6.9,10651.6,7.6,79.4,82.6,80.6,75.0,130468.8,65234.4,326171.9
